age,parrot_name,number_of_words
54,Eclectus,90
53,Budgerigar,88
12,Rose-ringed parakeet,18
21,Eclectus,43
45,Eclectus,60
24,Rose-ringed parakeet,39
15,Rose-ringed parakeet,13
49,Budgerigar,71
21,Budgerigar,32
50,Budgerigar,89
42,Budgerigar,71
46,Budgerigar,80
55,Budgerigar,81
42,Rose-ringed parakeet,74
55,Rose-ringed parakeet,72
47,Rose-ringed parakeet,71
35,Budgerigar,53
41,Rose-ringed parakeet,65
18,Eclectus,22
12,Budgerigar,13
20,Budgerigar,40
19,Rose-ringed parakeet,36
42,Rose-ringed parakeet,70
14,Eclectus,26
51,Budgerigar,84
36,Budgerigar,67
3,Budgerigar,18
5,Eclectus,16
20,Eclectus,36
21,Budgerigar,42
32,Budgerigar,63
37,Eclectus,67
11,Eclectus,13
54,Eclectus,74
35,Rose-ringed parakeet,58
51,Budgerigar,81
32,Rose-ringed parakeet,58
7,Rose-ringed parakeet,20
18,Budgerigar,29
57,Rose-ringed parakeet,100
39,Rose-ringed parakeet,55
26,Eclectus,53
48,Rose-ringed parakeet,86
20,Budgerigar,25
54,Eclectus,84
33,Budgerigar,54
27,Budgerigar,57
2,Eclectus,10
32,Budgerigar,58
48,Eclectus,86
4,Budgerigar,14
8,Eclectus,18
23,Eclectus,35
3,Budgerigar,20
11,Eclectus,16
1,Eclectus,19
52,Budgerigar,72
3,Budgerigar,13
57,Rose-ringed parakeet,82
39,Eclectus,65
60,Rose-ringed parakeet,89
45,Budgerigar,71
39,Eclectus,60
12,Eclectus,11
52,Rose-ringed parakeet,84
15,Budgerigar,11
33,Eclectus,50
45,Eclectus,73
43,Eclectus,79
5,Budgerigar,11
27,Eclectus,48
36,Budgerigar,65
37,Eclectus,59
8,Eclectus,12
20,Eclectus,21
55,Eclectus,82
8,Eclectus,11
22,Rose-ringed parakeet,45
26,Rose-ringed parakeet,44
54,Eclectus,84
9,Rose-ringed parakeet,17
21,Rose-ringed parakeet,39
45,Rose-ringed parakeet,68
27,Rose-ringed parakeet,59
28,Rose-ringed parakeet,41
30,Budgerigar,40
48,Eclectus,79
7,Eclectus,12
5,Eclectus,17
40,Rose-ringed parakeet,62
37,Rose-ringed parakeet,60
60,Budgerigar,94
7,Budgerigar,17
1,Eclectus,18
27,Eclectus,52
11,Eclectus,27
14,Rose-ringed parakeet,27
52,Budgerigar,87
44,Eclectus,73
30,Budgerigar,47
38,Eclectus,63
32,Rose-ringed parakeet,66
29,Budgerigar,51
41,Rose-ringed parakeet,67
26,Eclectus,46
9,Budgerigar,14
29,Rose-ringed parakeet,55
56,Budgerigar,82
46,Rose-ringed parakeet,79
45,Rose-ringed parakeet,77
1,Eclectus,11
56,Rose-ringed parakeet,81
13,Budgerigar,17
33,Budgerigar,63
14,Budgerigar,28
31,Eclectus,53
8,Eclectus,13
48,Rose-ringed parakeet,87
34,Budgerigar,64
30,Rose-ringed parakeet,41
29,Budgerigar,47
55,Eclectus,78
16,Rose-ringed parakeet,28
35,Budgerigar,50
26,Budgerigar,59
46,Eclectus,70
30,Eclectus,52
35,Eclectus,50
40,Budgerigar,54
31,Rose-ringed parakeet,63
30,Eclectus,47
10,Rose-ringed parakeet,14
22,Rose-ringed parakeet,39
13,Budgerigar,26
30,Rose-ringed parakeet,45
48,Eclectus,83
41,Rose-ringed parakeet,60
7,Eclectus,12
6,Rose-ringed parakeet,16
36,Budgerigar,64
40,Eclectus,57
56,Eclectus,95
2,Eclectus,16
30,Eclectus,45
46,Budgerigar,80
59,Eclectus,86
21,Budgerigar,36
29,Rose-ringed parakeet,51
19,Budgerigar,35
10,Budgerigar,19
47,Budgerigar,75
17,Rose-ringed parakeet,40
6,Rose-ringed parakeet,20
27,Eclectus,59
35,Rose-ringed parakeet,53
35,Eclectus,54
52,Eclectus,75
1,Eclectus,12
49,Rose-ringed parakeet,70
42,Eclectus,60
26,Budgerigar,59
24,Budgerigar,49
12,Eclectus,15
34,Eclectus,56
22,Eclectus,41
31,Eclectus,60
6,Budgerigar,18
12,Budgerigar,28
29,Budgerigar,41
9,Rose-ringed parakeet,14
10,Budgerigar,20
43,Rose-ringed parakeet,74
34,Rose-ringed parakeet,50
6,Rose-ringed parakeet,17
2,Eclectus,11
22,Eclectus,39
41,Budgerigar,68
50,Budgerigar,73
51,Budgerigar,70
58,Budgerigar,91
8,Eclectus,17
55,Rose-ringed parakeet,88
5,Rose-ringed parakeet,11
10,Eclectus,12
53,Eclectus,71
26,Eclectus,41
39,Budgerigar,61
25,Rose-ringed parakeet,32
19,Budgerigar,26
27,Budgerigar,57
50,Rose-ringed parakeet,84
15,Rose-ringed parakeet,10
54,Budgerigar,73
43,Rose-ringed parakeet,66
12,Rose-ringed parakeet,23
22,Eclectus,30
15,Rose-ringed parakeet,21
35,Rose-ringed parakeet,63
38,Rose-ringed parakeet,54
2,Eclectus,10
29,Rose-ringed parakeet,44
15,Rose-ringed parakeet,23
47,Budgerigar,77
54,Budgerigar,71
58,Rose-ringed parakeet,80
11,Budgerigar,15
37,Budgerigar,56
39,Rose-ringed parakeet,59
49,Rose-ringed parakeet,85
2,Eclectus,18
24,Eclectus,44
21,Rose-ringed parakeet,33
50,Budgerigar,80
11,Rose-ringed parakeet,29
13,Eclectus,28
55,Eclectus,78
28,Rose-ringed parakeet,52
50,Rose-ringed parakeet,90
22,Eclectus,43
58,Budgerigar,96
16,Budgerigar,37
30,Eclectus,58
29,Rose-ringed parakeet,56
29,Eclectus,49
59,Rose-ringed parakeet,85
52,Rose-ringed parakeet,85
35,Budgerigar,67
58,Eclectus,92
38,Budgerigar,61
23,Rose-ringed parakeet,35
21,Rose-ringed parakeet,38
29,Budgerigar,57
44,Rose-ringed parakeet,61
51,Budgerigar,88
47,Rose-ringed parakeet,82
60,Rose-ringed parakeet,99
59,Rose-ringed parakeet,99
24,Budgerigar,44
37,Rose-ringed parakeet,51
26,Eclectus,48
5,Budgerigar,11
16,Rose-ringed parakeet,36
47,Rose-ringed parakeet,84
34,Eclectus,68
33,Eclectus,61
19,Rose-ringed parakeet,38
28,Rose-ringed parakeet,59
49,Rose-ringed parakeet,84
57,Rose-ringed parakeet,81
43,Rose-ringed parakeet,72
40,Budgerigar,52
11,Budgerigar,10
22,Eclectus,34
59,Budgerigar,83
38,Rose-ringed parakeet,50
19,Rose-ringed parakeet,32
31,Rose-ringed parakeet,68
40,Rose-ringed parakeet,51
33,Budgerigar,66
47,Budgerigar,74
6,Eclectus,13
3,Eclectus,20
57,Eclectus,82
5,Budgerigar,15
28,Rose-ringed parakeet,55
32,Rose-ringed parakeet,61
59,Rose-ringed parakeet,86
10,Budgerigar,18
12,Eclectus,25
21,Eclectus,30
10,Eclectus,15
12,Rose-ringed parakeet,15
19,Rose-ringed parakeet,40
42,Eclectus,61
37,Eclectus,59
37,Rose-ringed parakeet,57
48,Budgerigar,76
39,Eclectus,57
47,Eclectus,75
46,Eclectus,83
54,Eclectus,79
14,Eclectus,24
56,Budgerigar,95
24,Rose-ringed parakeet,41
35,Eclectus,58
46,Rose-ringed parakeet,83
31,Eclectus,59
39,Rose-ringed parakeet,54
57,Rose-ringed parakeet,87
54,Budgerigar,71
25,Eclectus,45
27,Budgerigar,60
40,Budgerigar,53
31,Eclectus,56
55,Rose-ringed parakeet,81
9,Budgerigar,19
25,Budgerigar,34
58,Budgerigar,96
8,Eclectus,20
56,Budgerigar,92
59,Budgerigar,95
28,Rose-ringed parakeet,42
58,Budgerigar,92
35,Budgerigar,56
51,Eclectus,77
41,Eclectus,67
19,Eclectus,27
47,Budgerigar,73
2,Rose-ringed parakeet,14
28,Budgerigar,40
23,Eclectus,50
53,Budgerigar,73
6,Budgerigar,15
59,Rose-ringed parakeet,92
15,Rose-ringed parakeet,29
9,Eclectus,13
9,Eclectus,17
44,Budgerigar,80
19,Rose-ringed parakeet,27
48,Rose-ringed parakeet,79
26,Rose-ringed parakeet,51
52,Eclectus,87
22,Budgerigar,49
1,Rose-ringed parakeet,13
46,Eclectus,80
49,Eclectus,81
53,Budgerigar,83
48,Eclectus,81
16,Budgerigar,37
42,Rose-ringed parakeet,62
5,Rose-ringed parakeet,15
48,Budgerigar,88
12,Eclectus,18
27,Rose-ringed parakeet,58
42,Eclectus,68
3,Eclectus,19
58,Rose-ringed parakeet,86
9,Rose-ringed parakeet,10
32,Eclectus,67
49,Rose-ringed parakeet,70
16,Eclectus,32
49,Rose-ringed parakeet,76
32,Rose-ringed parakeet,67
27,Rose-ringed parakeet,55
58,Rose-ringed parakeet,99
4,Budgerigar,17
38,Budgerigar,64
48,Eclectus,83
56,Eclectus,82
51,Eclectus,71
2,Rose-ringed parakeet,12
52,Rose-ringed parakeet,78
24,Eclectus,50
22,Budgerigar,36
10,Budgerigar,11
36,Budgerigar,56
58,Budgerigar,100
36,Rose-ringed parakeet,56
50,Rose-ringed parakeet,83
15,Budgerigar,18
32,Rose-ringed parakeet,51
3,Eclectus,10
59,Eclectus,85
57,Rose-ringed parakeet,81
34,Budgerigar,51
37,Eclectus,55
27,Eclectus,52
22,Eclectus,35
46,Budgerigar,90
34,Eclectus,50
43,Budgerigar,79
22,Eclectus,35
42,Eclectus,80
30,Rose-ringed parakeet,59
3,Eclectus,14
58,Eclectus,88
37,Budgerigar,59
30,Eclectus,59
29,Budgerigar,57
16,Budgerigar,33
15,Rose-ringed parakeet,26
57,Rose-ringed parakeet,88
46,Budgerigar,73
19,Rose-ringed parakeet,22
44,Budgerigar,71
28,Eclectus,50
55,Eclectus,77
1,Budgerigar,20
11,Budgerigar,15
44,Eclectus,76
46,Eclectus,80
1,Eclectus,17
52,Rose-ringed parakeet,70
26,Rose-ringed parakeet,49
14,Rose-ringed parakeet,20
25,Eclectus,31
31,Eclectus,53
33,Budgerigar,69
53,Eclectus,81
53,Eclectus,76
41,Eclectus,75
22,Budgerigar,42
50,Eclectus,78
54,Budgerigar,86
31,Rose-ringed parakeet,51
35,Eclectus,57
19,Eclectus,31
28,Budgerigar,55
27,Rose-ringed parakeet,48
31,Budgerigar,56
16,Eclectus,39
60,Rose-ringed parakeet,95
36,Budgerigar,67
40,Rose-ringed parakeet,60
2,Eclectus,18
27,Budgerigar,45
42,Budgerigar,73
17,Budgerigar,38
3,Rose-ringed parakeet,18
7,Budgerigar,12
37,Rose-ringed parakeet,50
11,Rose-ringed parakeet,27
32,Budgerigar,64
23,Eclectus,32
8,Budgerigar,18
6,Budgerigar,17
41,Budgerigar,63
33,Rose-ringed parakeet,69
39,Rose-ringed parakeet,69
49,Eclectus,87
27,Eclectus,43
15,Budgerigar,18
14,Rose-ringed parakeet,26
47,Eclectus,90
24,Eclectus,30
17,Rose-ringed parakeet,32
21,Rose-ringed parakeet,46
50,Rose-ringed parakeet,71
13,Budgerigar,19
36,Budgerigar,53
8,Eclectus,15
12,Rose-ringed parakeet,29
49,Rose-ringed parakeet,80
52,Budgerigar,77
23,Eclectus,48
46,Rose-ringed parakeet,87
40,Rose-ringed parakeet,68
24,Rose-ringed parakeet,36
33,Eclectus,69
2,Rose-ringed parakeet,19
1,Rose-ringed parakeet,10
47,Eclectus,85
48,Budgerigar,85
55,Budgerigar,78
7,Eclectus,14
59,Eclectus,81
5,Budgerigar,17
31,Budgerigar,51
11,Eclectus,27
25,Rose-ringed parakeet,45
37,Eclectus,53
35,Eclectus,50
37,Rose-ringed parakeet,58
23,Eclectus,47
17,Rose-ringed parakeet,34
53,Rose-ringed parakeet,90
50,Eclectus,89
32,Budgerigar,69
24,Rose-ringed parakeet,38
56,Budgerigar,96
47,Budgerigar,72
22,Budgerigar,31
15,Eclectus,28
4,Budgerigar,19
44,Rose-ringed parakeet,61
51,Rose-ringed parakeet,76
29,Eclectus,46
29,Eclectus,48
12,Eclectus,14
28,Rose-ringed parakeet,60
10,Eclectus,14
1,Rose-ringed parakeet,19
7,Budgerigar,20
15,Budgerigar,16
16,Rose-ringed parakeet,23
2,Eclectus,15
50,Rose-ringed parakeet,71
13,Budgerigar,21
11,Eclectus,27
49,Budgerigar,70
22,Eclectus,43
54,Eclectus,89
27,Budgerigar,57
11,Rose-ringed parakeet,14
32,Eclectus,51
48,Budgerigar,76
39,Rose-ringed parakeet,64
36,Eclectus,60
12,Rose-ringed parakeet,29
43,Rose-ringed parakeet,60
13,Budgerigar,23
9,Eclectus,14
6,Rose-ringed parakeet,14
11,Rose-ringed parakeet,25
38,Rose-ringed parakeet,52
9,Budgerigar,13
52,Eclectus,76
10,Rose-ringed parakeet,17
35,Eclectus,59
2,Budgerigar,14
42,Budgerigar,77
19,Eclectus,23
59,Eclectus,89
50,Rose-ringed parakeet,83
16,Budgerigar,39
25,Budgerigar,35
11,Eclectus,12
60,Eclectus,97
8,Budgerigar,15
36,Budgerigar,62
12,Eclectus,26
36,Rose-ringed parakeet,62
57,Eclectus,91
47,Eclectus,89
58,Rose-ringed parakeet,86
6,Rose-ringed parakeet,18
28,Rose-ringed parakeet,47
11,Eclectus,14
51,Rose-ringed parakeet,72
20,Budgerigar,34
14,Budgerigar,25
1,Budgerigar,10
31,Rose-ringed parakeet,56
56,Eclectus,90
17,Rose-ringed parakeet,22
16,Eclectus,36
18,Rose-ringed parakeet,31
23,Budgerigar,41
27,Eclectus,54
17,Budgerigar,25
39,Eclectus,63
55,Budgerigar,76
44,Budgerigar,71
37,Rose-ringed parakeet,54
45,Eclectus,76
36,Rose-ringed parakeet,66
60,Rose-ringed parakeet,82
43,Eclectus,80
13,Eclectus,13
38,Rose-ringed parakeet,63
42,Rose-ringed parakeet,67
37,Eclectus,68
4,Budgerigar,17
23,Eclectus,44
48,Rose-ringed parakeet,82
1,Eclectus,13
12,Budgerigar,11
9,Eclectus,14
19,Eclectus,25
4,Eclectus,16
20,Budgerigar,38
39,Eclectus,54
3,Rose-ringed parakeet,17
47,Rose-ringed parakeet,76
22,Budgerigar,45
51,Budgerigar,77
47,Rose-ringed parakeet,83
37,Rose-ringed parakeet,55
1,Budgerigar,16
44,Budgerigar,63
48,Eclectus,84
39,Rose-ringed parakeet,52
24,Eclectus,40
53,Rose-ringed parakeet,78
56,Rose-ringed parakeet,99
39,Eclectus,62
43,Eclectus,71
16,Rose-ringed parakeet,25
36,Rose-ringed parakeet,60
26,Rose-ringed parakeet,53
2,Budgerigar,14
41,Eclectus,60
33,Rose-ringed parakeet,63
55,Eclectus,72
51,Budgerigar,74
17,Eclectus,39
21,Rose-ringed parakeet,32
31,Eclectus,62
37,Rose-ringed parakeet,63
43,Rose-ringed parakeet,62
9,Eclectus,14
13,Budgerigar,10
56,Rose-ringed parakeet,83
27,Eclectus,57
60,Budgerigar,96
13,Budgerigar,12
10,Eclectus,14
34,Rose-ringed parakeet,58
24,Budgerigar,30
50,Budgerigar,81
6,Eclectus,18
39,Rose-ringed parakeet,66
46,Rose-ringed parakeet,89
39,Eclectus,61
47,Budgerigar,90
51,Rose-ringed parakeet,76
32,Eclectus,68
53,Eclectus,80
15,Eclectus,20
24,Eclectus,36
50,Eclectus,88
43,Eclectus,70
36,Eclectus,68
16,Eclectus,27
29,Rose-ringed parakeet,52
3,Eclectus,19
36,Rose-ringed parakeet,57
47,Eclectus,82
52,Rose-ringed parakeet,90
15,Budgerigar,23
15,Rose-ringed parakeet,11
55,Eclectus,70
29,Budgerigar,44
60,Rose-ringed parakeet,87
26,Budgerigar,45
56,Eclectus,93
57,Rose-ringed parakeet,92
2,Rose-ringed parakeet,13
14,Eclectus,11
57,Eclectus,86
54,Budgerigar,87
4,Rose-ringed parakeet,20
52,Rose-ringed parakeet,81
28,Eclectus,56
40,Budgerigar,56
30,Rose-ringed parakeet,50
39,Budgerigar,59
51,Rose-ringed parakeet,72
13,Eclectus,13
19,Rose-ringed parakeet,24
22,Rose-ringed parakeet,38
11,Eclectus,10
44,Budgerigar,65
43,Rose-ringed parakeet,69
3,Budgerigar,20
12,Rose-ringed parakeet,22
32,Rose-ringed parakeet,52
54,Budgerigar,90
15,Eclectus,29
52,Eclectus,89
45,Rose-ringed parakeet,69
16,Eclectus,38
18,Budgerigar,20
17,Eclectus,20
37,Rose-ringed parakeet,67
49,Rose-ringed parakeet,86
60,Budgerigar,96
58,Rose-ringed parakeet,85
38,Budgerigar,50
55,Budgerigar,88
36,Eclectus,66
3,Rose-ringed parakeet,11
30,Rose-ringed parakeet,57
59,Budgerigar,89
34,Rose-ringed parakeet,56
31,Budgerigar,50
60,Eclectus,85
48,Budgerigar,71
17,Eclectus,28
6,Budgerigar,18
2,Rose-ringed parakeet,10
37,Budgerigar,60
53,Budgerigar,74
27,Rose-ringed parakeet,57
16,Rose-ringed parakeet,30
34,Eclectus,52
49,Eclectus,84
38,Eclectus,60
46,Eclectus,84
22,Rose-ringed parakeet,32
48,Rose-ringed parakeet,77
48,Rose-ringed parakeet,71
38,Budgerigar,60
33,Budgerigar,62
38,Budgerigar,61
22,Rose-ringed parakeet,45
33,Rose-ringed parakeet,63
12,Budgerigar,11
54,Eclectus,78
37,Eclectus,52
17,Budgerigar,22
7,Eclectus,13
35,Budgerigar,50
11,Rose-ringed parakeet,21
39,Rose-ringed parakeet,62
24,Rose-ringed parakeet,39
42,Budgerigar,78
52,Budgerigar,82
8,Rose-ringed parakeet,17
39,Eclectus,51
25,Eclectus,39
51,Budgerigar,86
34,Budgerigar,56
15,Budgerigar,13
44,Eclectus,75
5,Rose-ringed parakeet,10
9,Budgerigar,14
40,Rose-ringed parakeet,56
33,Eclectus,70
20,Eclectus,33
38,Rose-ringed parakeet,55
38,Budgerigar,63
15,Rose-ringed parakeet,24
58,Budgerigar,95
59,Eclectus,82
2,Rose-ringed parakeet,18
54,Budgerigar,85
17,Eclectus,33
42,Rose-ringed parakeet,73
16,Eclectus,36
6,Budgerigar,18
37,Budgerigar,68
29,Rose-ringed parakeet,55
35,Budgerigar,60
18,Eclectus,26
13,Rose-ringed parakeet,22
58,Rose-ringed parakeet,100
2,Eclectus,18
4,Rose-ringed parakeet,16
24,Budgerigar,43
27,Rose-ringed parakeet,45
48,Rose-ringed parakeet,85
57,Eclectus,84
40,Eclectus,56
17,Rose-ringed parakeet,24
14,Eclectus,20
32,Rose-ringed parakeet,66
58,Rose-ringed parakeet,88
33,Rose-ringed parakeet,53
25,Budgerigar,48
45,Eclectus,78
59,Eclectus,89
31,Rose-ringed parakeet,68
45,Eclectus,76
27,Eclectus,58
56,Budgerigar,98
34,Eclectus,66
35,Rose-ringed parakeet,66
51,Rose-ringed parakeet,71
46,Eclectus,70
46,Budgerigar,84
35,Budgerigar,69
7,Budgerigar,12
52,Rose-ringed parakeet,84
32,Rose-ringed parakeet,66
34,Rose-ringed parakeet,66
53,Rose-ringed parakeet,79
60,Rose-ringed parakeet,82
56,Budgerigar,98
1,Budgerigar,10
56,Rose-ringed parakeet,96
32,Eclectus,55
49,Eclectus,81
4,Eclectus,15
53,Eclectus,82
23,Eclectus,38
47,Eclectus,87
11,Budgerigar,29
8,Eclectus,15
17,Eclectus,23
29,Budgerigar,43
59,Eclectus,100
6,Eclectus,12
37,Budgerigar,60
2,Rose-ringed parakeet,20
54,Budgerigar,74
52,Budgerigar,80
43,Rose-ringed parakeet,78
11,Rose-ringed parakeet,25
24,Eclectus,47
30,Budgerigar,46
26,Rose-ringed parakeet,53
4,Eclectus,10
20,Budgerigar,29
45,Rose-ringed parakeet,76
44,Eclectus,60
29,Budgerigar,57
6,Eclectus,16
18,Eclectus,20
18,Eclectus,37
46,Budgerigar,86
3,Budgerigar,12
39,Rose-ringed parakeet,54
3,Rose-ringed parakeet,19
14,Eclectus,20
9,Budgerigar,14
13,Budgerigar,13
32,Eclectus,50
38,Budgerigar,50
19,Budgerigar,31
29,Eclectus,43
51,Budgerigar,76
15,Rose-ringed parakeet,19
49,Eclectus,85
32,Eclectus,62
46,Budgerigar,76
44,Budgerigar,79
59,Eclectus,83
59,Budgerigar,97
48,Budgerigar,89
35,Budgerigar,61
58,Rose-ringed parakeet,84
46,Rose-ringed parakeet,86
5,Budgerigar,11
7,Eclectus,16
32,Budgerigar,62
12,Budgerigar,30
36,Eclectus,53
37,Eclectus,58
25,Rose-ringed parakeet,50
46,Eclectus,83
50,Rose-ringed parakeet,82
14,Eclectus,12
28,Rose-ringed parakeet,56
46,Budgerigar,75
60,Rose-ringed parakeet,91
32,Budgerigar,51
52,Rose-ringed parakeet,71
49,Budgerigar,88
25,Eclectus,41
7,Rose-ringed parakeet,12
9,Rose-ringed parakeet,10
54,Eclectus,73
32,Rose-ringed parakeet,60
35,Eclectus,63
3,Rose-ringed parakeet,19
23,Budgerigar,31
25,Rose-ringed parakeet,30
11,Budgerigar,22
47,Eclectus,80
14,Rose-ringed parakeet,29
49,Eclectus,76
42,Rose-ringed parakeet,79
60,Eclectus,91
9,Budgerigar,16
44,Rose-ringed parakeet,79
27,Rose-ringed parakeet,41
4,Rose-ringed parakeet,13
25,Eclectus,32
4,Eclectus,12
20,Eclectus,36
9,Eclectus,19
32,Eclectus,63
26,Eclectus,59
26,Rose-ringed parakeet,60
56,Budgerigar,96
28,Rose-ringed parakeet,49
50,Eclectus,82
11,Budgerigar,12
10,Eclectus,17
27,Eclectus,43
3,Budgerigar,13
11,Rose-ringed parakeet,29
27,Rose-ringed parakeet,50
53,Budgerigar,77
9,Eclectus,19
24,Rose-ringed parakeet,45
44,Rose-ringed parakeet,60
43,Budgerigar,65
7,Budgerigar,1
37,Budgerigar,46
26,Budgerigar,34
42,Rose-ringed parakeet,79
28,Budgerigar,57
12,Eclectus,18
31,Budgerigar,65
11,Budgerigar,15
57,Budgerigar,80
3,Eclectus,10
55,Eclectus,76
60,Budgerigar,95
45,Rose-ringed parakeet,57
45,Budgerigar,52
60,Rose-ringed parakeet,89
55,Rose-ringed parakeet,88
3,Rose-ringed parakeet,2
16,Budgerigar,30
57,Rose-ringed parakeet,85
50,Eclectus,77
14,Budgerigar,16
12,Budgerigar,11
43,Eclectus,52
30,Budgerigar,52
56,Rose-ringed parakeet,79
7,Rose-ringed parakeet,2
53,Budgerigar,86
9,Budgerigar,1
54,Rose-ringed parakeet,73
45,Eclectus,63
31,Rose-ringed parakeet,69
49,Budgerigar,88
15,Budgerigar,26
19,Budgerigar,39
3,Rose-ringed parakeet,6
45,Rose-ringed parakeet,71
58,Eclectus,79
9,Eclectus,1
11,Rose-ringed parakeet,12
27,Eclectus,32
18,Eclectus,32
48,Budgerigar,79
4,Budgerigar,12
56,Eclectus,93
4,Eclectus,1
28,Budgerigar,30
45,Eclectus,51
4,Eclectus,16
10,Rose-ringed parakeet,17
42,Eclectus,58
43,Eclectus,54
39,Eclectus,53
13,Budgerigar,28
50,Budgerigar,73
7,Budgerigar,6
36,Budgerigar,62
40,Eclectus,64
50,Budgerigar,71
34,Rose-ringed parakeet,70
58,Rose-ringed parakeet,89
57,Rose-ringed parakeet,89
60,Rose-ringed parakeet,82
30,Rose-ringed parakeet,60
36,Rose-ringed parakeet,68
22,Budgerigar,24
51,Rose-ringed parakeet,74
42,Budgerigar,52
38,Budgerigar,66
10,Rose-ringed parakeet,10
15,Budgerigar,29
59,Budgerigar,97
23,Rose-ringed parakeet,20
5,Eclectus,6
44,Rose-ringed parakeet,63
8,Budgerigar,12
54,Budgerigar,90
23,Budgerigar,22
5,Eclectus,14
11,Eclectus,21
58,Eclectus,74
20,Budgerigar,37
7,Eclectus,10
8,Budgerigar,13
1,Rose-ringed parakeet,20
37,Eclectus,43
4,Rose-ringed parakeet,12
19,Rose-ringed parakeet,21
31,Rose-ringed parakeet,65
48,Budgerigar,77
12,Eclectus,28
48,Rose-ringed parakeet,61
28,Rose-ringed parakeet,42
24,Rose-ringed parakeet,36
32,Rose-ringed parakeet,58
37,Budgerigar,57
46,Eclectus,71
42,Eclectus,68
54,Rose-ringed parakeet,76
5,Budgerigar,18
34,Budgerigar,63
5,Budgerigar,15
8,Eclectus,6
7,Budgerigar,5
23,Budgerigar,45
16,Eclectus,20
33,Eclectus,67
6,Eclectus,4
34,Eclectus,51
53,Rose-ringed parakeet,84
58,Rose-ringed parakeet,78
58,Eclectus,87
4,Rose-ringed parakeet,20
56,Rose-ringed parakeet,100
28,Rose-ringed parakeet,52
23,Eclectus,49
9,Budgerigar,5
50,Budgerigar,68
26,Rose-ringed parakeet,36
1,Budgerigar,1
28,Rose-ringed parakeet,30
55,Budgerigar,78
40,Budgerigar,59
53,Rose-ringed parakeet,79
4,Eclectus,0
29,Eclectus,56
29,Eclectus,53
59,Budgerigar,81
47,Eclectus,73
25,Rose-ringed parakeet,25
29,Eclectus,60
21,Eclectus,35
57,Eclectus,72
23,Eclectus,49
58,Eclectus,82
47,Budgerigar,77
45,Rose-ringed parakeet,72
50,Eclectus,72
26,Rose-ringed parakeet,36
11,Eclectus,26
45,Eclectus,59
5,Rose-ringed parakeet,14
35,Budgerigar,66
34,Budgerigar,49
40,Rose-ringed parakeet,68
53,Eclectus,69
14,Budgerigar,30
52,Eclectus,84
51,Eclectus,61
35,Rose-ringed parakeet,70
28,Eclectus,38
51,Rose-ringed parakeet,73
52,Budgerigar,62
1,Eclectus,10
8,Eclectus,3
48,Eclectus,87
28,Budgerigar,52
29,Rose-ringed parakeet,45
42,Eclectus,78
39,Rose-ringed parakeet,44
19,Budgerigar,36
55,Eclectus,75
38,Rose-ringed parakeet,62
17,Budgerigar,16
8,Eclectus,6
35,Eclectus,43
10,Eclectus,7
51,Rose-ringed parakeet,71
27,Budgerigar,37
34,Eclectus,55
39,Rose-ringed parakeet,43
38,Budgerigar,62
52,Budgerigar,81
26,Budgerigar,32
27,Eclectus,55
6,Eclectus,6
15,Budgerigar,27
53,Eclectus,68
56,Rose-ringed parakeet,71
36,Eclectus,70
34,Eclectus,51
33,Budgerigar,68
60,Eclectus,83
52,Rose-ringed parakeet,65
6,Rose-ringed parakeet,0
29,Eclectus,59
48,Budgerigar,70
16,Budgerigar,12
8,Eclectus,9
56,Rose-ringed parakeet,97
53,Budgerigar,88
19,Eclectus,39
51,Eclectus,80
25,Budgerigar,24
37,Rose-ringed parakeet,59
35,Rose-ringed parakeet,47
15,Rose-ringed parakeet,20
36,Budgerigar,63
8,Rose-ringed parakeet,16
57,Rose-ringed parakeet,98
36,Budgerigar,64
24,Budgerigar,50
42,Eclectus,78
22,Budgerigar,23
39,Budgerigar,66
24,Rose-ringed parakeet,31
35,Eclectus,58
37,Eclectus,46
56,Eclectus,75
21,Budgerigar,44
41,Eclectus,79
34,Rose-ringed parakeet,52
1,Rose-ringed parakeet,16
59,Rose-ringed parakeet,71
30,Rose-ringed parakeet,32
38,Eclectus,69
35,Rose-ringed parakeet,49
8,Eclectus,9
48,Rose-ringed parakeet,79
30,Rose-ringed parakeet,40
25,Budgerigar,31
49,Rose-ringed parakeet,87
60,Rose-ringed parakeet,98
42,Budgerigar,66
19,Rose-ringed parakeet,34
56,Eclectus,90
25,Eclectus,30
47,Rose-ringed parakeet,60
45,Rose-ringed parakeet,59
45,Budgerigar,69
38,Rose-ringed parakeet,53
18,Eclectus,18
37,Rose-ringed parakeet,56
11,Eclectus,16
38,Eclectus,61
3,Eclectus,11
49,Rose-ringed parakeet,72
12,Eclectus,16
19,Eclectus,20
56,Budgerigar,95
10,Budgerigar,6
49,Budgerigar,77
44,Eclectus,62
9,Eclectus,17
2,Eclectus,17
30,Rose-ringed parakeet,41
39,Eclectus,43
8,Budgerigar,3
55,Budgerigar,83
44,Rose-ringed parakeet,75
9,Budgerigar,10
36,Budgerigar,70
3,Budgerigar,3
22,Budgerigar,40
40,Eclectus,64
14,Budgerigar,22
2,Rose-ringed parakeet,7
20,Rose-ringed parakeet,30
18,Budgerigar,32
37,Rose-ringed parakeet,59
59,Budgerigar,95
20,Rose-ringed parakeet,27
40,Eclectus,50
60,Budgerigar,87
27,Rose-ringed parakeet,30
